Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval
Symptoms of Depressive Disorder,By State,California,California,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,27.3,24.5,30.2,24.5 - 30.2
Symptoms of Depressive Disorder,By State,Colorado,Colorado,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,22.5,19.2,26.1,19.2 - 26.1
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,20.9,16.8,25.5,16.8 - 25.5
Symptoms of Depressive Disorder,By State,Delaware,Delaware,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,17.2,13.6,21.3,13.6 - 21.3
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,25.2,19.1,32.1,19.1 - 32.1
Symptoms of Depressive Disorder,By State,Florida,Florida,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,24.5,21.5,27.8,21.5 - 27.8
Symptoms of Depressive Disorder,By State,Georgia,Georgia,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,25.1,21.3,29.2,21.3 - 29.2
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,21.1,15.7,27.3,15.7 - 27.3
Symptoms of Depressive Disorder,By State,Idaho,Idaho,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,23.1,19.8,26.7,19.8 - 26.7
Symptoms of Depressive Disorder,By State,Illinois,Illinois,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,25.5,21.5,29.9,21.5 - 29.9
Symptoms of Depressive Disorder,By State,Indiana,Indiana,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,24.6,20.8,28.7,20.8 - 28.7
Symptoms of Depressive Disorder,By State,Iowa,Iowa,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,21.9,17.6,26.6,17.6 - 26.6
Symptoms of Depressive Disorder,By State,Kansas,Kansas,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,23.3,19.2,27.9,19.2 - 27.9
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,23.4,19.3,28,19.3 - 28.0
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,30,24.6,35.8,24.6 - 35.8
Symptoms of Depressive Disorder,By State,Maine,Maine,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,23.8,17.3,31.3,17.3 - 31.3
Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,22.4,18.4,26.9,18.4 - 26.9
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,21.1,18.7,23.6,18.7 - 23.6
Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,25,21.7,28.5,21.7 - 28.5
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,18.2,15,21.6,15.0 - 21.6
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,33.2,27.4,39.5,27.4 - 39.5
Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,24.5,19.6,29.9,19.6 - 29.9
Symptoms of Depressive Disorder,By State,Montana,Montana,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,22.6,18.1,27.6,18.1 - 27.6
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,21.7,18,25.9,18.0 - 25.9
Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,29.1,24.7,33.7,24.7 - 33.7
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,23.3,18.1,29.2,18.1 - 29.2
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,24.9,21.1,29,21.1 - 29.0
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,26.1,22.7,29.6,22.7 - 29.6
Symptoms of Depressive Disorder,By State,New York,New York,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,25.4,22.3,28.7,22.3 - 28.7
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,22.8,19.4,26.4,19.4 - 26.4
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,18.3,13.8,23.5,13.8 - 23.5
Symptoms of Depressive Disorder,By State,Ohio,Ohio,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,23.2,19.1,27.8,19.1 - 27.8
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,29.3,23.9,35.1,23.9 - 35.1
Symptoms of Depressive Disorder,By State,Oregon,Oregon,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,23.5,20.8,26.4,20.8 - 26.4
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,21.5,18.7,24.5,18.7 - 24.5
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,20.8,15.9,26.5,15.9 - 26.5
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,24.9,20.5,29.8,20.5 - 29.8
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,17.5,13.3,22.4,13.3 - 22.4
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,26.8,22.8,31.1,22.8 - 31.1
Symptoms of Depressive Disorder,By State,Texas,Texas,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,25.9,22.9,29.1,22.9 - 29.1
Symptoms of Depressive Disorder,By State,Utah,Utah,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,23.1,19.8,26.6,19.8 - 26.6
Symptoms of Depressive Disorder,By State,Vermont,Vermont,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,23,17.2,29.7,17.2 - 29.7
Symptoms of Depressive Disorder,By State,Virginia,Virginia,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,22.3,18.4,26.6,18.4 - 26.6
Symptoms of Depressive Disorder,By State,Washington,Washington,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,23.3,20.9,25.8,20.9 - 25.8
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,30.6,23.7,38.2,23.7 - 38.2
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,23.3,19.6,27.3,19.6 - 27.3
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3.0 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",3/17/2021,3/29/2021,24.2,19,30.1,19.0 - 30.1
Symptoms of Depressive Disorder,National Estimate,United States,United States,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,23,22.1,23.9,22.1 - 23.9
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,41.7,38,45.4,38.0 - 45.4
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,26.7,24.9,28.5,24.9 - 28.5
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,23.5,21.9,25.1,21.9 - 25.1
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,19.9,18.3,21.5,18.3 - 21.5
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,16.2,14.8,17.7,14.8 - 17.7
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,11.9,10.5,13.5,10.5 - 13.5
Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,13.5,9.1,19,9.1 - 19.0
Symptoms of Depressive Disorder,By Sex,United States,Male,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,20.5,19.4,21.7,19.4 - 21.7
Symptoms of Depressive Disorder,By Sex,United States,Female,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,25.2,24,26.4,24.0 - 26.4
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,29.3,26.3,32.3,26.3 - 32.3
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,21.2,20.4,22,20.4 - 22.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,24.7,22.2,27.2,22.2 - 27.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,18.5,16.4,20.8,16.4 - 20.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,28.7,25.2,32.4,25.2 - 32.4
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,33.8,28.2,39.8,28.2 - 39.8
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,24.9,23.2,26.7,23.2 - 26.7
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,26.1,24.8,27.4,24.8 - 27.4
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,16.2,15.5,16.8,15.5 - 16.8
Symptoms of Depressive Disorder,By State,Alabama,Alabama,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,24.3,19.5,29.7,19.5 - 29.7
Symptoms of Depressive Disorder,By State,Alaska,Alaska,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,23.4,20,27.1,20.0 - 27.1
Symptoms of Depressive Disorder,By State,Arizona,Arizona,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,25.6,20.9,30.7,20.9 - 30.7
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,26.3,21,32.2,21.0 - 32.2
Symptoms of Depressive Disorder,By State,California,California,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,27.2,24.2,30.3,24.2 - 30.3
Symptoms of Depressive Disorder,By State,Colorado,Colorado,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,22.7,19,26.8,19.0 - 26.8
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,19.6,16.4,23.2,16.4 - 23.2
Symptoms of Depressive Disorder,By State,Delaware,Delaware,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,17.6,13.3,22.6,13.3 - 22.6
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,25.6,19.1,32.9,19.1 - 32.9
Symptoms of Depressive Disorder,By State,Florida,Florida,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,25.8,22.2,29.6,22.2 - 29.6
Symptoms of Depressive Disorder,By State,Georgia,Georgia,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,26.5,20.9,32.8,20.9 - 32.8
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,18.9,14.7,23.7,14.7 - 23.7
Symptoms of Depressive Disorder,By State,Idaho,Idaho,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,22.3,17.3,28,17.3 - 28.0
Symptoms of Depressive Disorder,By State,Illinois,Illinois,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,18.3,15.4,21.4,15.4 - 21.4
Symptoms of Depressive Disorder,By State,Indiana,Indiana,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,22.6,19.2,26.4,19.2 - 26.4
Symptoms of Depressive Disorder,By State,Iowa,Iowa,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,23,18.9,27.6,18.9 - 27.6
Symptoms of Depressive Disorder,By State,Kansas,Kansas,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,20.6,16.5,25.1,16.5 - 25.1
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,28.2,21.4,35.9,21.4 - 35.9
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,26.7,21.2,32.8,21.2 - 32.8
Symptoms of Depressive Disorder,By State,Maine,Maine,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,13.4,9.9,17.6,9.9 - 17.6
Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,21.2,17.9,24.9,17.9 - 24.9
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,20,17.1,23.2,17.1 - 23.2
Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,22.9,20,26.1,20.0 - 26.1
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,17.5,14.5,20.9,14.5 - 20.9
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,22.3,16.9,28.5,16.9 - 28.5
Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,21.1,17,25.7,17.0 - 25.7
Symptoms of Depressive Disorder,By State,Montana,Montana,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,26.4,20.9,32.5,20.9 - 32.5
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,20.2,16.2,24.7,16.2 - 24.7
Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,22.6,19.2,26.3,19.2 - 26.3
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,17.7,14.3,21.6,14.3 - 21.6
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,22.3,18.4,26.6,18.4 - 26.6
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,22.7,19,26.8,19.0 - 26.8
Symptoms of Depressive Disorder,By State,New York,New York,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,23.3,19.7,27.2,19.7 - 27.2
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,22.4,17.3,28.2,17.3 - 28.2
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,23.1,17,30.3,17.0 - 30.3
Symptoms of Depressive Disorder,By State,Ohio,Ohio,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,19.9,16.6,23.6,16.6 - 23.6
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,19.5,15,24.7,15.0 - 24.7
Symptoms of Depressive Disorder,By State,Oregon,Oregon,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,21.2,17.7,25,17.7 - 25.0
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,20.9,18.2,23.8,18.2 - 23.8
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,17.1,12.7,22.3,12.7 - 22.3
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,21.8,15.9,28.7,15.9 - 28.7
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,16.4,12.7,20.8,12.7 - 20.8
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,22.4,18.4,26.8,18.4 - 26.8
Symptoms of Depressive Disorder,By State,Texas,Texas,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,25.5,22.2,29,22.2 - 29.0
Symptoms of Depressive Disorder,By State,Utah,Utah,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,17.8,14.4,21.7,14.4 - 21.7
Symptoms of Depressive Disorder,By State,Vermont,Vermont,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,23.7,18.7,29.3,18.7 - 29.3
Symptoms of Depressive Disorder,By State,Virginia,Virginia,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,18.7,14.7,23.2,14.7 - 23.2
Symptoms of Depressive Disorder,By State,Washington,Washington,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,21.9,18.6,25.6,18.6 - 25.6
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,29.1,23.7,34.9,23.7 - 34.9
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,14.9,12.2,18,12.2 - 18.0
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3.1,28,"Apr 14 - Apr 26, 2021",4/14/2021,4/26/2021,15.7,11.2,21.1,11.2 - 21.1
Symptoms of Depressive Disorder,National Estimate,United States,United States,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,21.9,21.3,22.6,21.3 - 22.6
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,36.9,34.1,39.7,34.1 - 39.7
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,26.1,24.7,27.6,24.7 - 27.6
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,21.4,20.1,22.7,20.1 - 22.7
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,20.6,19.3,21.9,19.3 - 21.9
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,16.3,14.9,17.7,14.9 - 17.7
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,11.7,10.5,13,10.5 - 13.0
Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,12.6,8.6,17.5,8.6 - 17.5
Symptoms of Depressive Disorder,By Sex,United States,Male,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,20.1,19.1,21.1,19.1 - 21.1
Symptoms of Depressive Disorder,By Sex,United States,Female,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,23.6,22.8,24.4,22.8 - 24.4
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,26.1,23.6,28.7,23.6 - 28.7
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,20.6,19.9,21.3,19.9 - 21.3
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,23.5,21.1,26.1,21.1 - 26.1
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,15.9,13.6,18.4,13.6 - 18.4
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,31.4,27.6,35.3,27.6 - 35.3
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,32.1,27.6,36.9,27.6 - 36.9
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,22.7,21.1,24.4,21.1 - 24.4
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,25.8,24.9,26.7,24.9 - 26.7
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,15.5,14.8,16.3,14.8 - 16.3
Symptoms of Depressive Disorder,By State,Alabama,Alabama,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,27.3,22.5,32.5,22.5 - 32.5
Symptoms of Depressive Disorder,By State,Alaska,Alaska,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,24.4,21.1,28,21.1 - 28.0
Symptoms of Depressive Disorder,By State,Arizona,Arizona,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,20.4,17.4,23.8,17.4 - 23.8
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,27.2,21.8,33,21.8 - 33.0
Symptoms of Depressive Disorder,By State,California,California,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,23.1,20.6,25.9,20.6 - 25.9
Symptoms of Depressive Disorder,By State,Colorado,Colorado,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,21.3,18.5,24.3,18.5 - 24.3
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,18.2,15,21.7,15.0 - 21.7
Symptoms of Depressive Disorder,By State,Delaware,Delaware,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,23.1,18.4,28.4,18.4 - 28.4
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,21,15.6,27.3,15.6 - 27.3
Symptoms of Depressive Disorder,By State,Florida,Florida,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,25.7,22.3,29.4,22.3 - 29.4
Symptoms of Depressive Disorder,By State,Georgia,Georgia,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,23,19.5,26.8,19.5 - 26.8
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,3.1,29,"Apr 28 - May 10, 2021",4/28/2021,5/10/2021,15.9,12,20.5,12.0 - 20.5
